concept_path	concept_cd	name_char	concept_blob	update_date	download_date	import_date	sourcesystem_cd	upload_id
\FHIR\PlanDefinition\action\action\timingTiming\repeat\boundsDuration\	FHIR:PlanDefinition.action.action.timingTiming.repeat.boundsDuration	FHIR PlanDefinition action action timingTiming repeat boundsDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\timingTiming\repeat\boundsPeriod\	FHIR:PlanDefinition.action.action.timingTiming.repeat.boundsPeriod	FHIR PlanDefinition action action timingTiming repeat boundsPeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\timingTiming\repeat\boundsRange\	FHIR:PlanDefinition.action.action.timingTiming.repeat.boundsRange	FHIR PlanDefinition action action timingTiming repeat boundsRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\timingTiming\repeat\boundsRange\high\	FHIR:PlanDefinition.action.action.timingTiming.repeat.boundsRange.high	FHIR PlanDefinition action action timingTiming repeat boundsRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\timingTiming\repeat\boundsRange\low\	FHIR:PlanDefinition.action.action.timingTiming.repeat.boundsRange.low	FHIR PlanDefinition action action timingTiming repeat boundsRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\	FHIR:PlanDefinition.action.action.triggerDefinition	FHIR PlanDefinition action action triggerDefinition		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\condition\	FHIR:PlanDefinition.action.action.triggerDefinition.condition	FHIR PlanDefinition action action triggerDefinition condition		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\data\	FHIR:PlanDefinition.action.action.triggerDefinition.data	FHIR PlanDefinition action action triggerDefinition data		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\data\codeFilter\	FHIR:PlanDefinition.action.action.triggerDefinition.data.codeFilter	FHIR PlanDefinition action action triggerDefinition data codeFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\data\codeFilter\valueCodeableConcept\	FHIR:PlanDefinition.action.action.triggerDefinition.data.codeFilter.valueCodeableConcept	FHIR PlanDefinition action action triggerDefinition data codeFilter valueCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\data\codeFilter\valueCodeableConcept\coding\	FHIR:PlanDefinition.action.action.triggerDefinition.data.codeFilter.valueCodeableConcept.coding	FHIR PlanDefinition action action triggerDefinition data codeFilter valueCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\data\codeFilter\valueCoding\	FHIR:PlanDefinition.action.action.triggerDefinition.data.codeFilter.valueCoding	FHIR PlanDefinition action action triggerDefinition data codeFilter valueCoding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\data\dateFilter\	FHIR:PlanDefinition.action.action.triggerDefinition.data.dateFilter	FHIR PlanDefinition action action triggerDefinition data dateFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\data\dateFilter\valueDuration\	FHIR:PlanDefinition.action.action.triggerDefinition.data.dateFilter.valueDuration	FHIR PlanDefinition action action triggerDefinition data dateFilter valueDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\data\dateFilter\valuePeriod\	FHIR:PlanDefinition.action.action.triggerDefinition.data.dateFilter.valuePeriod	FHIR PlanDefinition action action triggerDefinition data dateFilter valuePeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\timingTiming\	FHIR:PlanDefinition.action.action.triggerDefinition.timingTiming	FHIR PlanDefinition action action triggerDefinition timingTiming		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\timingTiming\code\	FHIR:PlanDefinition.action.action.triggerDefinition.timingTiming.code	FHIR PlanDefinition action action triggerDefinition timingTiming code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\timingTiming\code\coding\	FHIR:PlanDefinition.action.action.triggerDefinition.timingTiming.code.coding	FHIR PlanDefinition action action triggerDefinition timingTiming code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\timingTiming\repeat\	FHIR:PlanDefinition.action.action.triggerDefinition.timingTiming.repeat	FHIR PlanDefinition action action triggerDefinition timingTiming repeat		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\timingTiming\repeat\boundsDuration\	FHIR:PlanDefinition.action.action.triggerDefinition.timingTiming.repeat.boundsDuration	FHIR PlanDefinition action action triggerDefinition timingTiming repeat boundsDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\timingTiming\repeat\boundsPeriod\	FHIR:PlanDefinition.action.action.triggerDefinition.timingTiming.repeat.boundsPeriod	FHIR PlanDefinition action action triggerDefinition timingTiming repeat boundsPeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\timingTiming\repeat\boundsRange\	FHIR:PlanDefinition.action.action.triggerDefinition.timingTiming.repeat.boundsRange	FHIR PlanDefinition action action triggerDefinition timingTiming repeat boundsRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\timingTiming\repeat\boundsRange\high\	FHIR:PlanDefinition.action.action.triggerDefinition.timingTiming.repeat.boundsRange.high	FHIR PlanDefinition action action triggerDefinition timingTiming repeat boundsRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\triggerDefinition\timingTiming\repeat\boundsRange\low\	FHIR:PlanDefinition.action.action.triggerDefinition.timingTiming.repeat.boundsRange.low	FHIR PlanDefinition action action triggerDefinition timingTiming repeat boundsRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\action\type\	FHIR:PlanDefinition.action.action.type	FHIR PlanDefinition action action type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\code\	FHIR:PlanDefinition.action.code	FHIR PlanDefinition action code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\code\coding\	FHIR:PlanDefinition.action.code.coding	FHIR PlanDefinition action code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\condition\	FHIR:PlanDefinition.action.condition	FHIR PlanDefinition action condition		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\documentation\	FHIR:PlanDefinition.action.documentation	FHIR PlanDefinition action documentation		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\documentation\document\	FHIR:PlanDefinition.action.documentation.document	FHIR PlanDefinition action documentation document		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\dynamicValue\	FHIR:PlanDefinition.action.dynamicValue	FHIR PlanDefinition action dynamicValue		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\input\	FHIR:PlanDefinition.action.input	FHIR PlanDefinition action input		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\input\codeFilter\	FHIR:PlanDefinition.action.input.codeFilter	FHIR PlanDefinition action input codeFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\input\codeFilter\valueCodeableConcept\	FHIR:PlanDefinition.action.input.codeFilter.valueCodeableConcept	FHIR PlanDefinition action input codeFilter valueCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\input\codeFilter\valueCodeableConcept\coding\	FHIR:PlanDefinition.action.input.codeFilter.valueCodeableConcept.coding	FHIR PlanDefinition action input codeFilter valueCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\input\codeFilter\valueCoding\	FHIR:PlanDefinition.action.input.codeFilter.valueCoding	FHIR PlanDefinition action input codeFilter valueCoding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\input\dateFilter\	FHIR:PlanDefinition.action.input.dateFilter	FHIR PlanDefinition action input dateFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\input\dateFilter\valueDuration\	FHIR:PlanDefinition.action.input.dateFilter.valueDuration	FHIR PlanDefinition action input dateFilter valueDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\input\dateFilter\valuePeriod\	FHIR:PlanDefinition.action.input.dateFilter.valuePeriod	FHIR PlanDefinition action input dateFilter valuePeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\output\	FHIR:PlanDefinition.action.output	FHIR PlanDefinition action output		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\output\codeFilter\	FHIR:PlanDefinition.action.output.codeFilter	FHIR PlanDefinition action output codeFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\output\codeFilter\valueCodeableConcept\	FHIR:PlanDefinition.action.output.codeFilter.valueCodeableConcept	FHIR PlanDefinition action output codeFilter valueCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\output\codeFilter\valueCodeableConcept\coding\	FHIR:PlanDefinition.action.output.codeFilter.valueCodeableConcept.coding	FHIR PlanDefinition action output codeFilter valueCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\output\codeFilter\valueCoding\	FHIR:PlanDefinition.action.output.codeFilter.valueCoding	FHIR PlanDefinition action output codeFilter valueCoding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\output\dateFilter\	FHIR:PlanDefinition.action.output.dateFilter	FHIR PlanDefinition action output dateFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\output\dateFilter\valueDuration\	FHIR:PlanDefinition.action.output.dateFilter.valueDuration	FHIR PlanDefinition action output dateFilter valueDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\output\dateFilter\valuePeriod\	FHIR:PlanDefinition.action.output.dateFilter.valuePeriod	FHIR PlanDefinition action output dateFilter valuePeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\participant\	FHIR:PlanDefinition.action.participant	FHIR PlanDefinition action participant		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\participant\role\	FHIR:PlanDefinition.action.participant.role	FHIR PlanDefinition action participant role		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\participant\role\coding\	FHIR:PlanDefinition.action.participant.role.coding	FHIR PlanDefinition action participant role coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\reason\	FHIR:PlanDefinition.action.reason	FHIR PlanDefinition action reason		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\reason\coding\	FHIR:PlanDefinition.action.reason.coding	FHIR PlanDefinition action reason coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\relatedAction\	FHIR:PlanDefinition.action.relatedAction	FHIR PlanDefinition action relatedAction		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\relatedAction\offsetDuration\	FHIR:PlanDefinition.action.relatedAction.offsetDuration	FHIR PlanDefinition action relatedAction offsetDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\relatedAction\offsetRange\	FHIR:PlanDefinition.action.relatedAction.offsetRange	FHIR PlanDefinition action relatedAction offsetRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\relatedAction\offsetRange\high\	FHIR:PlanDefinition.action.relatedAction.offsetRange.high	FHIR PlanDefinition action relatedAction offsetRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\relatedAction\offsetRange\low\	FHIR:PlanDefinition.action.relatedAction.offsetRange.low	FHIR PlanDefinition action relatedAction offsetRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingDuration\	FHIR:PlanDefinition.action.timingDuration	FHIR PlanDefinition action timingDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingPeriod\	FHIR:PlanDefinition.action.timingPeriod	FHIR PlanDefinition action timingPeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingRange\	FHIR:PlanDefinition.action.timingRange	FHIR PlanDefinition action timingRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingRange\high\	FHIR:PlanDefinition.action.timingRange.high	FHIR PlanDefinition action timingRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingRange\low\	FHIR:PlanDefinition.action.timingRange.low	FHIR PlanDefinition action timingRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingTiming\	FHIR:PlanDefinition.action.timingTiming	FHIR PlanDefinition action timingTiming		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingTiming\code\	FHIR:PlanDefinition.action.timingTiming.code	FHIR PlanDefinition action timingTiming code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingTiming\code\coding\	FHIR:PlanDefinition.action.timingTiming.code.coding	FHIR PlanDefinition action timingTiming code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingTiming\repeat\	FHIR:PlanDefinition.action.timingTiming.repeat	FHIR PlanDefinition action timingTiming repeat		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingTiming\repeat\boundsDuration\	FHIR:PlanDefinition.action.timingTiming.repeat.boundsDuration	FHIR PlanDefinition action timingTiming repeat boundsDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingTiming\repeat\boundsPeriod\	FHIR:PlanDefinition.action.timingTiming.repeat.boundsPeriod	FHIR PlanDefinition action timingTiming repeat boundsPeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingTiming\repeat\boundsRange\	FHIR:PlanDefinition.action.timingTiming.repeat.boundsRange	FHIR PlanDefinition action timingTiming repeat boundsRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingTiming\repeat\boundsRange\high\	FHIR:PlanDefinition.action.timingTiming.repeat.boundsRange.high	FHIR PlanDefinition action timingTiming repeat boundsRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\timingTiming\repeat\boundsRange\low\	FHIR:PlanDefinition.action.timingTiming.repeat.boundsRange.low	FHIR PlanDefinition action timingTiming repeat boundsRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\	FHIR:PlanDefinition.action.triggerDefinition	FHIR PlanDefinition action triggerDefinition		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\condition\	FHIR:PlanDefinition.action.triggerDefinition.condition	FHIR PlanDefinition action triggerDefinition condition		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\data\	FHIR:PlanDefinition.action.triggerDefinition.data	FHIR PlanDefinition action triggerDefinition data		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\data\codeFilter\	FHIR:PlanDefinition.action.triggerDefinition.data.codeFilter	FHIR PlanDefinition action triggerDefinition data codeFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\data\codeFilter\valueCodeableConcept\	FHIR:PlanDefinition.action.triggerDefinition.data.codeFilter.valueCodeableConcept	FHIR PlanDefinition action triggerDefinition data codeFilter valueCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\data\codeFilter\valueCodeableConcept\coding\	FHIR:PlanDefinition.action.triggerDefinition.data.codeFilter.valueCodeableConcept.coding	FHIR PlanDefinition action triggerDefinition data codeFilter valueCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\data\codeFilter\valueCoding\	FHIR:PlanDefinition.action.triggerDefinition.data.codeFilter.valueCoding	FHIR PlanDefinition action triggerDefinition data codeFilter valueCoding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\data\dateFilter\	FHIR:PlanDefinition.action.triggerDefinition.data.dateFilter	FHIR PlanDefinition action triggerDefinition data dateFilter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\data\dateFilter\valueDuration\	FHIR:PlanDefinition.action.triggerDefinition.data.dateFilter.valueDuration	FHIR PlanDefinition action triggerDefinition data dateFilter valueDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\data\dateFilter\valuePeriod\	FHIR:PlanDefinition.action.triggerDefinition.data.dateFilter.valuePeriod	FHIR PlanDefinition action triggerDefinition data dateFilter valuePeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\timingTiming\	FHIR:PlanDefinition.action.triggerDefinition.timingTiming	FHIR PlanDefinition action triggerDefinition timingTiming		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\timingTiming\code\	FHIR:PlanDefinition.action.triggerDefinition.timingTiming.code	FHIR PlanDefinition action triggerDefinition timingTiming code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\timingTiming\code\coding\	FHIR:PlanDefinition.action.triggerDefinition.timingTiming.code.coding	FHIR PlanDefinition action triggerDefinition timingTiming code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\timingTiming\repeat\	FHIR:PlanDefinition.action.triggerDefinition.timingTiming.repeat	FHIR PlanDefinition action triggerDefinition timingTiming repeat		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\timingTiming\repeat\boundsDuration\	FHIR:PlanDefinition.action.triggerDefinition.timingTiming.repeat.boundsDuration	FHIR PlanDefinition action triggerDefinition timingTiming repeat boundsDuration		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\timingTiming\repeat\boundsPeriod\	FHIR:PlanDefinition.action.triggerDefinition.timingTiming.repeat.boundsPeriod	FHIR PlanDefinition action triggerDefinition timingTiming repeat boundsPeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\timingTiming\repeat\boundsRange\	FHIR:PlanDefinition.action.triggerDefinition.timingTiming.repeat.boundsRange	FHIR PlanDefinition action triggerDefinition timingTiming repeat boundsRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\timingTiming\repeat\boundsRange\high\	FHIR:PlanDefinition.action.triggerDefinition.timingTiming.repeat.boundsRange.high	FHIR PlanDefinition action triggerDefinition timingTiming repeat boundsRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\triggerDefinition\timingTiming\repeat\boundsRange\low\	FHIR:PlanDefinition.action.triggerDefinition.timingTiming.repeat.boundsRange.low	FHIR PlanDefinition action triggerDefinition timingTiming repeat boundsRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\action\type\	FHIR:PlanDefinition.action.type	FHIR PlanDefinition action type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\approvalDate\	FHIR:PlanDefinition.approvalDate	FHIR PlanDefinition approvalDate		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\contact\	FHIR:PlanDefinition.contact	FHIR PlanDefinition contact		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\contact\telecom\	FHIR:PlanDefinition.contact.telecom	FHIR PlanDefinition contact telecom		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\contact\telecom\period\	FHIR:PlanDefinition.contact.telecom.period	FHIR PlanDefinition contact telecom period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\contributor\	FHIR:PlanDefinition.contributor	FHIR PlanDefinition contributor		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\contributor\contact\	FHIR:PlanDefinition.contributor.contact	FHIR PlanDefinition contributor contact		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\PlanDefinition\contributor\contact\telecom\	FHIR:PlanDefinition.contributor.contact.telecom	FHIR PlanDefinition contributor contact telecom		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
