modifier_path	modifier_cd	name_char	modifier_blob	update_date	download_date	import_date	sourcesystem_cd	upload_id
\FHIR\RelatedPerson\relationship\	FHIR:RelatedPerson.relationship	FHIR RelatedPerson relationship		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RelatedPerson\telecom\	FHIR:RelatedPerson.telecom	FHIR RelatedPerson telecom		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\	FHIR:RequestGroup.action	FHIR RequestGroup action		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\	FHIR:RequestGroup.action.action	FHIR RequestGroup action action		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\action\	FHIR:RequestGroup.action.action.action	FHIR RequestGroup action action action		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\cardinalityBehavior\	FHIR:RequestGroup.action.action.cardinalityBehavior	FHIR RequestGroup action action cardinalityBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\code\	FHIR:RequestGroup.action.action.code	FHIR RequestGroup action action code		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\condition\	FHIR:RequestGroup.action.action.condition	FHIR RequestGroup action action condition		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\condition\description\	FHIR:RequestGroup.action.action.condition.description	FHIR RequestGroup action action condition description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\condition\expression\	FHIR:RequestGroup.action.action.condition.expression	FHIR RequestGroup action action condition expression		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\condition\kind\	FHIR:RequestGroup.action.action.condition.kind	FHIR RequestGroup action action condition kind		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\condition\language\	FHIR:RequestGroup.action.action.condition.language	FHIR RequestGroup action action condition language		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\description\	FHIR:RequestGroup.action.action.description	FHIR RequestGroup action action description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\documentation\	FHIR:RequestGroup.action.action.documentation	FHIR RequestGroup action action documentation		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\groupingBehavior\	FHIR:RequestGroup.action.action.groupingBehavior	FHIR RequestGroup action action groupingBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\participant\	FHIR:RequestGroup.action.action.participant	FHIR RequestGroup action action participant		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\precheckBehavior\	FHIR:RequestGroup.action.action.precheckBehavior	FHIR RequestGroup action action precheckBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\prefix\	FHIR:RequestGroup.action.action.prefix	FHIR RequestGroup action action prefix		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\relatedAction\	FHIR:RequestGroup.action.action.relatedAction	FHIR RequestGroup action action relatedAction		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\relatedAction\actionId\	FHIR:RequestGroup.action.action.relatedAction.actionId	FHIR RequestGroup action action relatedAction actionId		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\relatedAction\offsetDuration\	FHIR:RequestGroup.action.action.relatedAction.offsetDuration	FHIR RequestGroup action action relatedAction offsetDuration		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\relatedAction\offsetRange\	FHIR:RequestGroup.action.action.relatedAction.offsetRange	FHIR RequestGroup action action relatedAction offsetRange		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\relatedAction\relationship\	FHIR:RequestGroup.action.action.relatedAction.relationship	FHIR RequestGroup action action relatedAction relationship		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\requiredBehavior\	FHIR:RequestGroup.action.action.requiredBehavior	FHIR RequestGroup action action requiredBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\resource\	FHIR:RequestGroup.action.action.resource	FHIR RequestGroup action action resource		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\selectionBehavior\	FHIR:RequestGroup.action.action.selectionBehavior	FHIR RequestGroup action action selectionBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\textEquivalent\	FHIR:RequestGroup.action.action.textEquivalent	FHIR RequestGroup action action textEquivalent		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\timingAge\	FHIR:RequestGroup.action.action.timingAge	FHIR RequestGroup action action timingAge		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\timingDateTime\	FHIR:RequestGroup.action.action.timingDateTime	FHIR RequestGroup action action timingDateTime		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\timingDuration\	FHIR:RequestGroup.action.action.timingDuration	FHIR RequestGroup action action timingDuration		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\timingPeriod\	FHIR:RequestGroup.action.action.timingPeriod	FHIR RequestGroup action action timingPeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\timingRange\	FHIR:RequestGroup.action.action.timingRange	FHIR RequestGroup action action timingRange		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\timingTiming\	FHIR:RequestGroup.action.action.timingTiming	FHIR RequestGroup action action timingTiming		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\title\	FHIR:RequestGroup.action.action.title	FHIR RequestGroup action action title		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\action\type\	FHIR:RequestGroup.action.action.type	FHIR RequestGroup action action type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\cardinalityBehavior\	FHIR:RequestGroup.action.cardinalityBehavior	FHIR RequestGroup action cardinalityBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\code\	FHIR:RequestGroup.action.code	FHIR RequestGroup action code		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\condition\	FHIR:RequestGroup.action.condition	FHIR RequestGroup action condition		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\condition\description\	FHIR:RequestGroup.action.condition.description	FHIR RequestGroup action condition description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\condition\expression\	FHIR:RequestGroup.action.condition.expression	FHIR RequestGroup action condition expression		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\condition\kind\	FHIR:RequestGroup.action.condition.kind	FHIR RequestGroup action condition kind		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\condition\language\	FHIR:RequestGroup.action.condition.language	FHIR RequestGroup action condition language		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\description\	FHIR:RequestGroup.action.description	FHIR RequestGroup action description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\documentation\	FHIR:RequestGroup.action.documentation	FHIR RequestGroup action documentation		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\groupingBehavior\	FHIR:RequestGroup.action.groupingBehavior	FHIR RequestGroup action groupingBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\participant\	FHIR:RequestGroup.action.participant	FHIR RequestGroup action participant		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\precheckBehavior\	FHIR:RequestGroup.action.precheckBehavior	FHIR RequestGroup action precheckBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\prefix\	FHIR:RequestGroup.action.prefix	FHIR RequestGroup action prefix		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\relatedAction\	FHIR:RequestGroup.action.relatedAction	FHIR RequestGroup action relatedAction		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\relatedAction\actionId\	FHIR:RequestGroup.action.relatedAction.actionId	FHIR RequestGroup action relatedAction actionId		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\relatedAction\offsetDuration\	FHIR:RequestGroup.action.relatedAction.offsetDuration	FHIR RequestGroup action relatedAction offsetDuration		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\relatedAction\offsetRange\	FHIR:RequestGroup.action.relatedAction.offsetRange	FHIR RequestGroup action relatedAction offsetRange		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\relatedAction\relationship\	FHIR:RequestGroup.action.relatedAction.relationship	FHIR RequestGroup action relatedAction relationship		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\requiredBehavior\	FHIR:RequestGroup.action.requiredBehavior	FHIR RequestGroup action requiredBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\resource\	FHIR:RequestGroup.action.resource	FHIR RequestGroup action resource		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\selectionBehavior\	FHIR:RequestGroup.action.selectionBehavior	FHIR RequestGroup action selectionBehavior		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\textEquivalent\	FHIR:RequestGroup.action.textEquivalent	FHIR RequestGroup action textEquivalent		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\timingAge\	FHIR:RequestGroup.action.timingAge	FHIR RequestGroup action timingAge		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\timingDateTime\	FHIR:RequestGroup.action.timingDateTime	FHIR RequestGroup action timingDateTime		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\timingDuration\	FHIR:RequestGroup.action.timingDuration	FHIR RequestGroup action timingDuration		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\timingPeriod\	FHIR:RequestGroup.action.timingPeriod	FHIR RequestGroup action timingPeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\timingRange\	FHIR:RequestGroup.action.timingRange	FHIR RequestGroup action timingRange		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\timingTiming\	FHIR:RequestGroup.action.timingTiming	FHIR RequestGroup action timingTiming		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\title\	FHIR:RequestGroup.action.title	FHIR RequestGroup action title		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\action\type\	FHIR:RequestGroup.action.type	FHIR RequestGroup action type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\author\	FHIR:RequestGroup.author	FHIR RequestGroup author		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\authoredOn\	FHIR:RequestGroup.authoredOn	FHIR RequestGroup authoredOn		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\basedOn\	FHIR:RequestGroup.basedOn	FHIR RequestGroup basedOn		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\code\	FHIR:RequestGroup.code	FHIR RequestGroup code		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\context\	FHIR:RequestGroup.context	FHIR RequestGroup context		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\definition\	FHIR:RequestGroup.definition	FHIR RequestGroup definition		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\groupIdentifier\	FHIR:RequestGroup.groupIdentifier	FHIR RequestGroup groupIdentifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\identifier\	FHIR:RequestGroup.identifier	FHIR RequestGroup identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\intent\	FHIR:RequestGroup.intent	FHIR RequestGroup intent		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\note\	FHIR:RequestGroup.note	FHIR RequestGroup note		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\priority\	FHIR:RequestGroup.priority	FHIR RequestGroup priority		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\reasonCode\	FHIR:RequestGroup.reasonCode	FHIR RequestGroup reasonCode		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\reasonReference\	FHIR:RequestGroup.reasonReference	FHIR RequestGroup reasonReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\replaces\	FHIR:RequestGroup.replaces	FHIR RequestGroup replaces		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\status\	FHIR:RequestGroup.status	FHIR RequestGroup status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RequestGroup\subject\	FHIR:RequestGroup.subject	FHIR RequestGroup subject		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\arm\	FHIR:ResearchStudy.arm	FHIR ResearchStudy arm		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\arm\description\	FHIR:ResearchStudy.arm.description	FHIR ResearchStudy arm description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\arm\name\	FHIR:ResearchStudy.arm.name	FHIR ResearchStudy arm name		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\arm\type\	FHIR:ResearchStudy.arm.type	FHIR ResearchStudy arm type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\category\	FHIR:ResearchStudy.category	FHIR ResearchStudy category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\condition\	FHIR:ResearchStudy.condition	FHIR ResearchStudy condition		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\contact\	FHIR:ResearchStudy.contact	FHIR ResearchStudy contact		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\description\	FHIR:ResearchStudy.description	FHIR ResearchStudy description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\enrollment\	FHIR:ResearchStudy.enrollment	FHIR ResearchStudy enrollment		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\focus\	FHIR:ResearchStudy.focus	FHIR ResearchStudy focus		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\identifier\	FHIR:ResearchStudy.identifier	FHIR ResearchStudy identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\keyword\	FHIR:ResearchStudy.keyword	FHIR ResearchStudy keyword		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\location\	FHIR:ResearchStudy.location	FHIR ResearchStudy location		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\note\	FHIR:ResearchStudy.note	FHIR ResearchStudy note		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\objective\	FHIR:ResearchStudy.objective	FHIR ResearchStudy objective		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\objective\name\	FHIR:ResearchStudy.objective.name	FHIR ResearchStudy objective name		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\objective\type\	FHIR:ResearchStudy.objective.type	FHIR ResearchStudy objective type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\partOf\	FHIR:ResearchStudy.partOf	FHIR ResearchStudy partOf		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\period\	FHIR:ResearchStudy.period	FHIR ResearchStudy period		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\phase\	FHIR:ResearchStudy.phase	FHIR ResearchStudy phase		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\primaryPurposeType\	FHIR:ResearchStudy.primaryPurposeType	FHIR ResearchStudy primaryPurposeType		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\principalInvestigator\	FHIR:ResearchStudy.principalInvestigator	FHIR ResearchStudy principalInvestigator		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\protocol\	FHIR:ResearchStudy.protocol	FHIR ResearchStudy protocol		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\reasonStopped\	FHIR:ResearchStudy.reasonStopped	FHIR ResearchStudy reasonStopped		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\relatedArtifact\	FHIR:ResearchStudy.relatedArtifact	FHIR ResearchStudy relatedArtifact		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\site\	FHIR:ResearchStudy.site	FHIR ResearchStudy site		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\sponsor\	FHIR:ResearchStudy.sponsor	FHIR ResearchStudy sponsor		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\status\	FHIR:ResearchStudy.status	FHIR ResearchStudy status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchStudy\title\	FHIR:ResearchStudy.title	FHIR ResearchStudy title		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchSubject\actualArm\	FHIR:ResearchSubject.actualArm	FHIR ResearchSubject actualArm		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchSubject\assignedArm\	FHIR:ResearchSubject.assignedArm	FHIR ResearchSubject assignedArm		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchSubject\consent\	FHIR:ResearchSubject.consent	FHIR ResearchSubject consent		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchSubject\identifier\	FHIR:ResearchSubject.identifier	FHIR ResearchSubject identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchSubject\individual\	FHIR:ResearchSubject.individual	FHIR ResearchSubject individual		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchSubject\period\	FHIR:ResearchSubject.period	FHIR ResearchSubject period		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchSubject\status\	FHIR:ResearchSubject.status	FHIR ResearchSubject status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ResearchSubject\study\	FHIR:ResearchSubject.study	FHIR ResearchSubject study		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Resource\id\	FHIR:Resource.id	FHIR Resource id		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Resource\implicitRules\	FHIR:Resource.implicitRules	FHIR Resource implicitRules		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Resource\language\	FHIR:Resource.language	FHIR Resource language		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Resource\meta\	FHIR:Resource.meta	FHIR Resource meta		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RiskAssessment\basedOn\	FHIR:RiskAssessment.basedOn	FHIR RiskAssessment basedOn		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\RiskAssessment\basis\	FHIR:RiskAssessment.basis	FHIR RiskAssessment basis		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
